country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
United Arab Emirates,2016,9360980,1.06 %,98080,40000.0,32.6,1.64,112,85.1 %,7968651,0.13 %,7464022049,94
United Arab Emirates,2015,9262900,1.61 %,142582,54000.0,32.6,1.7,111,84.7 %,7842883,0.13 %,7379797139,94
United Arab Emirates,2010,8549988,13.26 %,792353,718487.0,31.8,1.97,102,81.3 %,6954593,0.12 %,6956823603,94
United Arab Emirates,2005,4588225,7.92 %,290833,237923.0,29.7,2.4,55,82.1 %,3767260,0.07 %,6541907027,117
United Arab Emirates,2000,3134062,5.35 %,143794,99679.0,28.0,2.97,37,80.8 %,2531398,0.05 %,6143493823,130
United Arab Emirates,1995,2415090,5.72 %,117332,73625.0,27.7,3.93,29,79.4 %,1917885,0.04 %,5744212979,136
United Arab Emirates,1990,1828432,6.00 %,92454,51328.0,26.6,4.9,22,80.4 %,1470491,0.03 %,5327231061,143
United Arab Emirates,1985,1366164,6.03 %,69331,36832.0,26.2,5.3,16,81.3 %,1110111,0.03 %,4870921740,146
United Arab Emirates,1980,1019509,13.21 %,94242,74486.0,26.2,5.75,12,82.5 %,841303,0.02 %,4458003514,148
United Arab Emirates,1975,548301,18.51 %,62757,52098.0,25.5,6.45,7,80.7 %,442351,0.01 %,4079480606,157
United Arab Emirates,1970,234514,9.37 %,16931,10765.0,22.8,6.77,3,80.1 %,187928,0.01 %,3700437046,170
United Arab Emirates,1965,149857,10.15 %,11488,7576.0,20.2,6.87,2,78.0 %,116866,0.00 %,3339583597,182
United Arab Emirates,1960,92418,3.04 %,2568,-35.0,17.8,6.97,1,73.7 %,68086,0.00 %,3034949748,178
United Arab Emirates,1955,79578,2.72 %,1998,-28.0,18.4,6.97,1,64.6 %,51385,0.00 %,2773019936,182
United Kingdom,2020,67886011,0.53 %,355839,260650.0,40.5,1.75,281,83.2 %,56495180,0.87 %,7794798739,21
United Kingdom,2019,67530172,0.58 %,388488,260650.0,40.1,1.84,279,82.9 %,56012276,0.88 %,7713468100,21
United Kingdom,2018,67141684,0.62 %,414223,260650.0,40.1,1.84,278,82.7 %,55521226,0.88 %,7631091040,21
United Kingdom,2017,66727461,0.65 %,429517,260650.0,40.1,1.84,276,82.5 %,55025421,0.88 %,7547858925,21
United Kingdom,2016,66297944,0.66 %,437798,260650.0,40.1,1.84,274,82.2 %,54529375,0.89 %,7464022049,21
United Kingdom,2015,65860146,0.75 %,480068,260046.0,40.0,1.87,272,82.0 %,54035311,0.89 %,7379797139,21
United Kingdom,2010,63459808,1.03 %,634371,437881.0,39.5,1.86,262,81.1 %,51469697,0.91 %,6956823603,21
United Kingdom,2005,60287954,0.46 %,272929,198445.0,38.7,1.66,249,79.9 %,48178255,0.92 %,6541907027,21
United Kingdom,2000,58923309,0.34 %,198171,102672.0,37.6,1.74,244,78.7 %,46365434,0.96 %,6143493823,21
United Kingdom,1995,57932453,0.28 %,159612,41089.0,36.5,1.78,239,78.4 %,45427516,1.01 %,5744212979,19
United Kingdom,1990,57134391,0.25 %,144168,19752.0,35.8,1.84,236,78.2 %,44683287,1.07 %,5327231061,15
United Kingdom,1985,56413553,0.07 %,40876,-19499.0,35.4,1.78,233,78.5 %,44263815,1.16 %,4870921740,15
United Kingdom,1980,56209171,0.02 %,11368,7824.0,34.4,1.73,232,78.6 %,44157482,1.26 %,4458003514,14
United Kingdom,1975,56152333,0.21 %,115776,21283.0,34.0,2.01,232,77.8 %,43667185,1.38 %,4079480606,13
United Kingdom,1970,55573453,0.49 %,266521,-16971.0,34.2,2.57,230,77.2 %,42903762,1.50 %,3700437046,12
United Kingdom,1965,54240850,0.70 %,374050,28614.0,35.1,2.81,224,77.9 %,42259485,1.62 %,3339583597,9
United Kingdom,1960,52370602,0.51 %,261340,13993.0,35.6,2.49,216,78.5 %,41130617,1.73 %,3034949748,9
United Kingdom,1955,51063902,0.18 %,89578,-83006.0,35.1,2.18,211,78.8 %,40241373,1.84 %,2773019936,9
United States,2020,331002651,0.59 %,1937734,954806.0,38.3,1.78,36,82.8 %,273975139,4.25 %,7794798739,3
United States,2019,329064917,0.60 %,1968652,954806.0,37.7,1.85,36,82.5 %,271365914,4.27 %,7713468100,3
United States,2018,327096265,0.62 %,2011509,954806.0,37.7,1.85,36,82.2 %,268786714,4.29 %,7631091040,3
United States,2017,325084756,0.64 %,2068761,954806.0,37.7,1.85,36,81.9 %,266243516,4.31 %,7547858925,3
United States,2016,323015995,0.67 %,2137685,954806.0,37.7,1.85,35,81.7 %,263743312,4.33 %,7464022049,3
United States,2015,320878310,0.76 %,2373367,992343.0,37.6,1.88,35,81.4 %,261287811,4.35 %,7379797139,3
United States,2010,309011475,0.93 %,2803593,1085751.0,36.9,2.06,34,80.7 %,249297076,4.44 %,6956823603,3
United States,2005,294993511,0.93 %,2656520,1066979.0,36.1,2.04,32,80.0 %,235892407,4.51 %,6541907027,3
United States,2000,281710909,1.22 %,3309433,1771991.0,35.2,2.0,31,79.1 %,222927913,4.59 %,6143493823,3
United States,1995,265163745,1.01 %,2608687,892751.0,34.0,2.03,29,77.4 %,205240402,4.62 %,5744212979,3
United States,1990,252120309,0.95 %,2324097,673371.0,32.8,1.91,28,75.4 %,190156233,4.73 %,5327231061,3
United States,1985,240499825,0.94 %,2204694,676492.0,31.4,1.8,26,74.6 %,179400645,4.94 %,4870921740,3
United States,1980,229476354,0.93 %,2079021,754176.0,30.0,1.77,25,73.8 %,169422683,5.15 %,4458003514,3
United States,1975,219081251,0.90 %,1913582,577869.0,29.0,2.03,24,73.7 %,161450209,5.37 %,4079480606,3
United States,1970,209513341,0.96 %,1955933,311211.0,28.4,2.54,23,73.6 %,154262109,5.66 %,3700437046,3
United States,1965,199733676,1.36 %,2602621,367146.0,28.6,3.23,22,71.9 %,143624659,5.98 %,3339583597,3
United States,1960,186720571,1.69 %,3007047,424979.0,29.7,3.58,20,70.0 %,130757407,6.15 %,3034949748,3
United States,1955,171685336,1.57 %,2576188,173553.0,30.3,3.31,19,67.2 %,115375863,6.19 %,2773019936,3
United States Virgin Islands,2020,104425,-0.15 %,-153,-451.0,42.6,2.05,298,96.3 %,100599,0.00 %,7794798739,199
United States Virgin Islands,2019,104578,-0.10 %,-102,-451.0,41.5,2.24,299,96.1 %,100537,0.00 %,7713468100,198
United States Virgin Islands,2018,104680,-0.07 %,-71,-451.0,41.5,2.24,299,95.9 %,100424,0.00 %,7631091040,198
United States Virgin Islands,2017,104751,-0.08 %,-84,-451.0,41.5,2.24,299,95.7 %,100289,0.00 %,7547858925,198
United States Virgin Islands,2016,104835,-0.12 %,-123,-451.0,41.5,2.24,300,95.6 %,100170,0.00 %,7464022049,198
United States Virgin Islands,2015,104958,-0.21 %,-226,-900.0,41.3,2.29,300,95.4 %,100095,0.00 %,7379797139,197
United States Virgin Islands,2010,106087,-0.32 %,-341,-1253.0,39.2,2.42,303,94.6 %,100411,0.00 %,6956823603,195
United States Virgin Islands,2005,107794,-0.17 %,-186,-1054.0,36.5,2.14,308,93.7 %,100963,0.00 %,6541907027,194
United States Virgin Islands,2000,108722,0.25 %,266,-787.0,33.7,2.19,311,92.6 %,100662,0.00 %,6143493823,193
United States Virgin Islands,1995,107392,0.69 %,727,-924.0,30.8,2.79,307,90.4 %,97122,0.00 %,5744212979,195
United States Virgin Islands,1990,103756,-0.29 %,-305,-2231.0,28.3,3.02,296,87.7 %,90979,0.00 %,5327231061,193
United States Virgin Islands,1985,105280,1.22 %,1240,-698.0,24.0,2.97,301,84.3 %,88730,0.00 %,4870921740,190
United States Virgin Islands,1980,99080,2.76 %,2522,392.0,22.2,3.49,283,80.1 %,79410,0.00 %,4458003514,191
United States Virgin Islands,1975,86470,5.96 %,4349,1881.0,20.3,4.66,247,75.2 %,65064,0.00 %,4079480606,192
United States Virgin Islands,1970,64726,5.20 %,2899,649.0,23.2,5.52,185,69.6 %,45044,0.00 %,3700437046,195
United States Virgin Islands,1965,50233,8.68 %,3420,2054.0,20.3,5.67,144,63.3 %,31787,0.00 %,3339583597,203
United States Virgin Islands,1960,33135,2.23 %,691,-107.0,21.1,5.49,95,56.5 %,18714,0.00 %,3034949748,203
United States Virgin Islands,1955,29682,2.07 %,577,-60.0,21.5,5.25,85,57.2 %,16982,0.00 %,2773019936,203
Uruguay,2020,3473730,0.35 %,11996,-3000.0,35.8,1.98,20,96.1 %,3337671,0.04 %,7794798739,134
Uruguay,2019,3461734,0.36 %,12449,-3000.0,35.2,2.0,20,96.0 %,3322873,0.04 %,7713468100,134
Uruguay,2018,3449285,0.37 %,12644,-3000.0,35.2,2.0,20,95.9 %,3307662,0.05 %,7631091040,134
Uruguay,2017,3436641,0.37 %,12512,-3000.0,35.2,2.0,20,95.8 %,3292209,0.05 %,7547858925,133
Uruguay,2016,3424129,0.36 %,12120,-3000.0,35.2,2.0,20,95.7 %,3276757,0.05 %,7464022049,133
Uruguay,2015,3412009,0.31 %,10547,-6000.0,35.0,2.01,19,95.6 %,3261533,0.05 %,7379797139,134
Uruguay,2010,3359275,0.22 %,7494,-10000.0,33.9,2.03,19,94.8 %,3185920,0.05 %,6956823603,133
Uruguay,2005,3321803,0.01 %,413,-20800.0,32.7,2.18,19,93.4 %,3103429,0.05 %,6541907027,132
Uruguay,2000,3319736,0.59 %,19091,-5200.0,31.6,2.3,19,92.1 %,3056474,0.05 %,6143493823,128
Uruguay,1995,3224281,0.73 %,22936,-4000.0,31.1,2.49,18,90.6 %,2919803,0.06 %,5744212979,127
Uruguay,1990,3109601,0.64 %,19616,-6000.0,30.7,2.53,18,89.0 %,2767059,0.06 %,5327231061,127
Uruguay,1985,3011519,0.65 %,19226,-6000.0,30.4,2.57,17,87.2 %,2626205,0.06 %,4870921740,124
Uruguay,1980,2915389,0.60 %,17043,-12000.0,30.2,2.89,17,85.4 %,2489893,0.07 %,4458003514,122
Uruguay,1975,2830176,0.14 %,4077,-27200.0,30.0,3.0,16,83.4 %,2360010,0.07 %,4079480606,119
Uruguay,1970,2809793,0.84 %,23051,-6800.0,29.7,2.8,16,82.4 %,2314373,0.08 %,3700437046,113
Uruguay,1965,2694536,1.20 %,31179,-1200.0,29.3,2.9,15,81.3 %,2191405,0.08 %,3339583597,108
Uruguay,1960,2538643,1.36 %,33217,4000.0,28.9,2.83,15,80.2 %,2037046,0.08 %,3034949748,108
Uruguay,1955,2372559,1.17 %,26810,2000.0,28.4,2.73,14,79.1 %,1876873,0.09 %,2773019936,108
Uzbekistan,2020,33469203,1.48 %,487487,-8863.0,27.8,2.43,79,50.1 %,16756329,0.43 %,7794798739,42
Uzbekistan,2019,32981716,1.56 %,505472,-8863.0,26.5,2.43,78,50.2 %,16545875,0.43 %,7713468100,42
Uzbekistan,2018,32476244,1.62 %,516459,-8863.0,26.5,2.43,76,50.3 %,16337222,0.43 %,7631091040,42
Uzbekistan,2017,31959785,1.65 %,518034,-8863.0,26.5,2.43,75,50.5 %,16130957,0.42 %,7547858925,42
Uzbekistan,2016,31441751,1.66 %,512194,-8863.0,26.5,2.43,74,50.7 %,15927890,0.42 %,7464022049,42
Uzbekistan,2015,30929557,1.64 %,482730,-13294.0,26.2,2.43,73,50.8 %,15720465,0.42 %,7379797139,42
Uzbekistan,2010,28515909,1.53 %,417624,-28026.0,24.5,2.49,67,51.1 %,14576671,0.41 %,6956823603,42
Uzbekistan,2005,26427789,1.30 %,331567,-48459.0,22.8,2.51,62,48.7 %,12868248,0.40 %,6541907027,42
Uzbekistan,2000,24769955,1.68 %,395786,-48527.0,21.0,3.1,58,46.3 %,11461701,0.40 %,6143493823,39
Uzbekistan,1995,22791026,2.24 %,478536,-64555.0,19.8,3.95,54,43.9 %,9998260,0.40 %,5744212979,40
Uzbekistan,1990,20398348,2.46 %,467413,-71206.0,19.6,4.4,48,41.5 %,8464364,0.38 %,5327231061,40
Uzbekistan,1985,18061284,2.58 %,432505,-37034.0,19.6,4.8,42,40.8 %,7374012,0.37 %,4870921740,41
Uzbekistan,1980,15898757,2.79 %,408256,14416.0,18.9,5.46,37,40.9 %,6500596,0.36 %,4458003514,41
Uzbekistan,1975,13857478,2.78 %,355432,14133.0,18.0,6.16,33,39.2 %,5430156,0.34 %,4079480606,41
Uzbekistan,1970,12080317,3.61 %,392689,89235.0,17.5,6.4,28,36.8 %,4446089,0.33 %,3700437046,44
Uzbekistan,1965,10116870,3.48 %,318114,32325.0,19.0,6.5,24,35.4 %,3579634,0.30 %,3339583597,54
Uzbekistan,1960,8526300,3.22 %,249793,19804.0,22.2,5.9,20,34.1 %,2904959,0.28 %,3034949748,50
Uzbekistan,1955,7277333,3.04 %,202655,34444.0,23.6,5.3,17,31.7 %,2305364,0.26 %,2773019936,54
Vanuatu,2020,307145,2.42 %,7263,120.0,21.1,3.8,25,24.4 %,75025,0.00 %,7794798739,181
Vanuatu,2019,299882,2.46 %,7202,120.0,20.8,3.96,25,24.4 %,73139,0.00 %,7713468100,181
Vanuatu,2018,292680,2.51 %,7170,120.0,20.8,3.96,24,24.4 %,71301,0.00 %,7631091040,181
Vanuatu,2017,285510,2.58 %,7180,120.0,20.8,3.96,23,24.3 %,69511,0.00 %,7547858925,182
Vanuatu,2016,278330,2.66 %,7200,120.0,20.8,3.96,23,24.3 %,67768,0.00 %,7464022049,182
Vanuatu,2015,271130,2.80 %,6984,357.0,20.8,4.0,22,24.4 %,66048,0.00 %,7379797139,183
Vanuatu,2010,236211,2.45 %,5386,-655.0,21.2,4.2,19,24.5 %,57802,0.00 %,6956823603,184
Vanuatu,2005,209282,2.50 %,4862,-515.0,19.8,4.4,17,23.1 %,48362,0.00 %,6541907027,184
Vanuatu,2000,184972,1.92 %,3363,-1477.0,18.8,4.59,15,21.7 %,40109,0.00 %,6143493823,184
Vanuatu,1995,168158,2.79 %,4317,-190.0,18.5,4.83,14,20.2 %,33923,0.00 %,5744212979,185
Vanuatu,1990,146573,2.43 %,3318,-723.0,18.1,5.04,12,18.7 %,27443,0.00 %,5327231061,186
Vanuatu,1985,129984,2.37 %,2877,-801.0,17.7,5.4,11,16.7 %,21743,0.00 %,4870921740,187
Vanuatu,1980,115597,2.97 %,3148,-87.0,17.5,5.75,9,14.7 %,17045,0.00 %,4458003514,188
Vanuatu,1975,99859,3.18 %,2896,155.0,17.3,6.11,8,13.4 %,13378,0.00 %,4079480606,187
Vanuatu,1970,85377,2.83 %,2221,-243.0,17.3,6.46,7,12.3 %,10524,0.00 %,3700437046,189
Vanuatu,1965,74270,3.12 %,2116,-130.0,16.8,7.0,6,11.3 %,8416,0.00 %,3339583597,191
Vanuatu,1960,63689,3.01 %,1754,-176.0,16.8,7.35,5,10.4 %,6627,0.00 %,3034949748,190
Vanuatu,1955,54921,2.86 %,1445,-179.0,16.8,7.6,5,9.5 %,5243,0.00 %,2773019936,191
Venezuela,2020,28435940,-0.28 %,-79889,-653249.0,29.6,2.28,32,N.A.,N.A.,0.36 %,7794798739,50
Venezuela,2019,28515829,-1.29 %,-371289,-653249.0,27.8,2.38,32,N.A.,N.A.,0.37 %,7713468100,50
Venezuela,2018,28887118,-1.75 %,-515366,-653249.0,27.8,2.38,33,98.9 %,28562719,0.38 %,7631091040,48
Venezuela,2017,29402484,-1.50 %,-448771,-653249.0,27.8,2.38,33,95.9 %,28198251,0.39 %,7547858925,46
Venezuela,2016,29851255,-0.77 %,-230574,-653249.0,27.8,2.38,34,93.2 %,27832085,0.40 %,7464022049,45
Venezuela,2015,30081829,1.13 %,328378,-86208.0,27.3,2.4,34,91.3 %,27464635,0.41 %,7379797139,45
Venezuela,2010,28439940,1.47 %,401499,-40044.0,25.8,2.55,32,89.9 %,25568720,0.41 %,6956823603,43
Venezuela,2005,26432447,1.79 %,448000,-4548.0,24.5,2.72,30,89.1 %,23557733,0.40 %,6541907027,41
Venezuela,2000,24192446,1.98 %,452272,-908.0,23.2,2.94,27,88.6 %,21441865,0.39 %,6143493823,40
Venezuela,1995,21931084,2.24 %,459684,-454.0,22.0,3.25,25,87.0 %,19085299,0.38 %,5744212979,41
Venezuela,1990,19632665,2.54 %,462629,184.0,20.9,3.65,22,85.3 %,16740397,0.37 %,5327231061,43
Venezuela,1985,17319520,2.67 %,427382,276.0,19.9,3.96,20,82.8 %,14343460,0.36 %,4870921740,42
Venezuela,1980,15182611,2.85 %,398620,224.0,18.9,4.47,17,80.0 %,12150036,0.34 %,4458003514,42
Venezuela,1975,13189509,2.97 %,358623,188.0,17.9,4.94,15,76.8 %,10125741,0.32 %,4079480606,47
Venezuela,1970,11396393,3.29 %,340823,632.0,17.1,5.7,13,73.1 %,8325983,0.31 %,3700437046,46
Venezuela,1965,9692278,3.55 %,310087,3774.0,16.9,6.18,11,67.9 %,6584735,0.29 %,3339583597,60
Venezuela,1960,8141841,3.84 %,279429,15964.0,17.0,6.46,9,61.7 %,5019512,0.27 %,3034949748,53
Venezuela,1955,6744695,4.23 %,252543,44015.0,17.3,6.46,8,54.7 %,3687084,0.24 %,2773019936,60
Vietnam,2020,97338579,0.91 %,876473,-80000.0,32.5,2.06,314,37.7 %,36727248,1.25 %,7794798739,15
Vietnam,2019,96462106,0.96 %,916144,-80000.0,30.9,1.98,311,37.0 %,35686730,1.25 %,7713468100,15
Vietnam,2018,95545962,1.00 %,945314,-80000.0,30.9,1.98,308,36.3 %,34658961,1.25 %,7631091040,15
Vietnam,2017,94600648,1.03 %,960226,-80000.0,30.9,1.98,305,35.6 %,33642498,1.25 %,7547858925,15
Vietnam,2016,93640422,1.04 %,963346,-80000.0,30.9,1.98,302,34.9 %,32635787,1.25 %,7464022049,15
Vietnam,2015,92677076,1.05 %,941885,-80000.0,30.5,1.96,299,34.1 %,31635369,1.26 %,7379797139,14
Vietnam,2010,87967651,0.97 %,826998,-159994.0,28.5,1.93,284,30.6 %,26910696,1.26 %,6956823603,13
Vietnam,2005,83832661,0.96 %,784450,-130200.0,26.4,1.92,270,27.4 %,23000555,1.28 %,6541907027,13
Vietnam,2000,79910412,1.30 %,999990,-43200.0,24.2,2.25,258,24.5 %,19568590,1.30 %,6143493823,13
Vietnam,1995,74910461,1.96 %,1384320,-78847.0,22.3,3.23,242,22.3 %,16668571,1.30 %,5744212979,13
Vietnam,1990,67988862,2.23 %,1418428,-66465.0,21.1,3.85,219,20.3 %,13817423,1.28 %,5327231061,13
Vietnam,1985,60896721,2.33 %,1322975,-65513.0,20.0,4.6,196,19.6 %,11942117,1.25 %,4870921740,13
Vietnam,1980,54281846,2.19 %,1112731,-171779.0,19.1,5.5,175,19.3 %,10464982,1.22 %,4458003514,15
Vietnam,1975,48718189,2.34 %,1062679,0.0,18.3,6.33,157,18.8 %,9152476,1.19 %,4079480606,17
Vietnam,1970,43404793,2.77 %,1109168,0.0,18.2,6.46,140,18.3 %,7943534,1.17 %,3700437046,17
Vietnam,1965,37858951,2.99 %,1037782,0.0,19.2,6.42,122,16.4 %,6216854,1.13 %,3339583597,18
Vietnam,1960,32670039,3.02 %,904519,0.0,21.9,6.16,105,14.7 %,4802582,1.08 %,3034949748,17
Vietnam,1955,28147443,2.56 %,667508,0.0,23.6,5.4,91,13.1 %,3685807,1.02 %,2773019936,18
Wallis And Futuna Islands,2019,11432,-1.96 %,-229,,,,82,0 %,0,0.00 %,7713468100,226
Wallis And Futuna Islands,2018,11661,-2.01 %,-239,,,,83,0 %,0,0.00 %,7631091040,225
Wallis And Futuna Islands,2017,11900,-1.71 %,-207,,,,85,0 %,0,0.00 %,7547858925,225
Wallis And Futuna Islands,2016,12107,-1.3 %,-159,,,,86,0 %,0,0 %,7464022049,225
Wallis And Futuna Islands,2015,12266,-0.68 %,-85,,,,88,0 %,0,0 %,7379797139,225
Wallis And Futuna Islands,2010,12689,-3.21 %,-450,,,,91,0 %,0,0 %,6956823603,225
Wallis And Futuna Islands,2005,14939,0.33 %,49,,,,107,0 %,0,0 %,6541907027,223
Wallis And Futuna Islands,2000,14694,0.76 %,109,,,,105,0 %,0,0 %,6143493823,223
Wallis And Futuna Islands,1995,14149,0.5 %,70,,,,101,0 %,0,0 %,5744212979,224
Wallis And Futuna Islands,1990,13800,0.26 %,36,,,,99,0 %,0,0 %,5327231061,222
Wallis And Futuna Islands,1985,13622,3.94 %,478,,,,97,0 %,0,0 %,4870921740,220
Wallis And Futuna Islands,1980,11231,3.8 %,382,,,,80,0 %,0,0 %,4458003514,222
Wallis And Futuna Islands,1975,9320,1.03 %,93,,,,67,0 %,0,0 %,4079480606,223
Wallis And Futuna Islands,1970,8853,0.29 %,26,,,,63,0 %,0,0 %,3700437046,222
Wallis And Futuna Islands,1965,8724,1.35 %,113,,,,62,0 %,0,0 %,3339583597,221
Wallis And Futuna Islands,1960,8157,1.24 %,98,,,,58,0 %,0,0 %,3034949748,219
Wallis And Futuna Islands,1955,7669,1.84 %,134,,,,55,0 %,0,0 %,2773019936,221
Western Sahara,2020,597339,2.55 %,14876,5582.0,28.4,2.41,2,86.8 %,518663,0.01 %,7794798739,170
Western Sahara,2019,582463,2.65 %,15061,5582.0,27.1,2.56,2,86.8 %,505328,0.01 %,7713468100,170
Western Sahara,2018,567402,2.68 %,14787,5582.0,27.1,2.56,2,86.7 %,491873,0.01 %,7631091040,171
Western Sahara,2017,552615,2.57 %,13866,5582.0,27.1,2.56,2,86.6 %,478697,0.01 %,7547858925,171
Western Sahara,2016,538749,2.38 %,12533,5582.0,27.1,2.56,2,86.6 %,466364,0.01 %,7464022049,171
Western Sahara,2015,526216,1.84 %,9188,572.0,26.8,2.6,2,86.5 %,455229,0.01 %,7379797139,171
Western Sahara,2010,480274,1.88 %,8552,1058.0,25.5,2.55,2,86.3 %,414325,0.01 %,6956823603,172
Western Sahara,2005,437515,6.85 %,24679,18120.0,24.2,2.85,2,86.0 %,376365,0.01 %,6541907027,172
Western Sahara,2000,314118,4.21 %,11697,6110.0,22.3,3.4,1,85.8 %,269434,0.01 %,6143493823,176
Western Sahara,1995,255634,3.31 %,7675,2400.0,21.2,4.0,1,85.5 %,218624,0.00 %,5744212979,179
Western Sahara,1990,217258,3.56 %,6967,2140.0,21.1,4.6,1,84.1 %,182689,0.00 %,5327231061,180
Western Sahara,1985,182421,3.87 %,6309,2040.0,21.4,5.33,1,82.3 %,150098,0.00 %,4870921740,180
Western Sahara,1980,150877,15.02 %,15185,12160.0,21.2,6.23,1,75.7 %,114195,0.00 %,4458003514,182
Western Sahara,1975,74954,-0.50 %,-384,-2236.0,16.7,6.57,0,59.5 %,44566,0.00 %,4079480606,194
Western Sahara,1970,76874,8.57 %,5181,3430.0,20.2,6.6,0,42.1 %,32358,0.00 %,3700437046,192
Western Sahara,1965,50970,9.24 %,3642,2500.0,21.1,6.53,0,36.2 %,18443,0.00 %,3339583597,207
Western Sahara,1960,32761,9.15 %,2323,1660.0,20.8,6.42,0,31.2 %,10218,0.00 %,3034949748,204
Western Sahara,1955,21147,8.97 %,1476,1120.0,20.1,6.34,0,31.1 %,6576,0.00 %,2773019936,207
Yemen,2020,29825964,2.28 %,664042,-30000.0,20.2,3.84,56,38.4 %,11465414,0.38 %,7794798739,48
Yemen,2019,29161922,2.33 %,663239,-30000.0,19.3,4.28,55,37.8 %,11025440,0.38 %,7713468100,48
Yemen,2018,28498683,2.39 %,663864,-30000.0,19.3,4.28,54,37.2 %,10595260,0.37 %,7631091040,49
Yemen,2017,27834819,2.45 %,666611,-30000.0,19.3,4.28,53,36.6 %,10174612,0.37 %,7547858925,49
Yemen,2016,27168208,2.53 %,670319,-30000.0,19.3,4.28,51,35.9 %,9763095,0.36 %,7464022049,50
Yemen,2015,26497889,2.73 %,668607,-15002.0,19.1,4.4,50,35.3 %,9360571,0.36 %,7379797139,50
Yemen,2010,23154855,2.86 %,609489,-13154.0,17.9,5.0,44,32.4 %,7501186,0.33 %,6956823603,52
Yemen,2005,20107409,2.92 %,539667,-22430.0,16.6,5.9,38,29.6 %,5955824,0.31 %,6541907027,53
Yemen,2000,17409072,3.14 %,499151,-20000.0,15.5,6.8,33,27.0 %,4695121,0.28 %,6143493823,54
Yemen,1995,14913315,4.96 %,640664,121556.0,14.9,8.2,28,24.4 %,3640249,0.26 %,5744212979,56
Yemen,1990,11709993,4.11 %,427564,-10000.0,14.4,8.8,22,21.6 %,2523689,0.22 %,5327231061,61
Yemen,1985,9572175,3.80 %,326055,-10000.0,14.8,8.8,18,18.9 %,1809366,0.20 %,4870921740,69
Yemen,1980,7941898,3.20 %,231441,-15000.0,15.2,8.6,15,16.9 %,1342619,0.18 %,4458003514,73
Yemen,1975,6784695,1.84 %,118262,-72199.0,15.9,8.5,13,14.9 %,1013953,0.17 %,4079480606,74
Yemen,1970,6193384,1.58 %,93127,-49132.0,17.6,8.25,12,13.3 %,823777,0.17 %,3700437046,71
Yemen,1965,5727751,1.51 %,82479,-20000.0,18.6,8.0,11,10.9 %,622252,0.17 %,3339583597,70
Yemen,1960,5315355,1.37 %,69956,-15000.0,18.8,7.9,10,8.9 %,470664,0.18 %,3034949748,69
Yemen,1955,4965574,1.27 %,60858,-10000.0,18.9,7.8,9,7.0 %,347047,0.18 %,2773019936,70
Zambia,2020,18383955,2.93 %,522925,-8000.0,17.6,4.66,25,45.3 %,8336381,0.24 %,7794798739,65
Zambia,2019,17861030,2.94 %,509322,-8000.0,16.9,5.09,24,44.8 %,7993486,0.23 %,7713468100,65
Zambia,2018,17351708,2.96 %,498109,-8000.0,16.9,5.09,23,44.2 %,7663677,0.23 %,7631091040,65
Zambia,2017,16853599,3.00 %,490141,-8000.0,16.9,5.09,23,43.6 %,7346421,0.22 %,7547858925,68
Zambia,2016,16363458,3.05 %,484097,-8000.0,16.9,5.09,22,43.0 %,7041082,0.22 %,7464022049,69
Zambia,2015,15879361,3.14 %,454675,-10000.0,16.7,5.2,21,42.5 %,6747236,0.22 %,7379797139,69
Zambia,2010,13605984,2.79 %,349947,-35000.0,16.2,5.6,18,40.1 %,5450667,0.20 %,6956823603,70
Zambia,2005,11856247,2.62 %,288061,-30000.0,16.3,5.95,16,37.5 %,4448559,0.18 %,6541907027,71
Zambia,2000,10415944,2.75 %,263867,4000.0,16.6,6.1,14,35.2 %,3665128,0.17 %,6143493823,73
Zambia,1995,9096607,2.51 %,211952,-30000.0,16.4,6.3,12,37.3 %,3390243,0.16 %,5744212979,80
Zambia,1990,8036845,3.03 %,222739,-15000.0,16.2,6.6,11,39.4 %,3163284,0.15 %,5327231061,81
Zambia,1985,6923149,3.42 %,214265,2000.0,15.9,6.9,9,39.8 %,2758109,0.14 %,4870921740,82
Zambia,1980,5851825,3.43 %,181708,-5000.0,15.7,7.25,8,40.1 %,2344812,0.13 %,4458003514,86
Zambia,1975,4943283,3.42 %,152843,-4000.0,15.7,7.4,7,35.1 %,1734432,0.12 %,4079480606,89
Zambia,1970,4179067,3.20 %,121721,-4408.0,16.0,7.3,6,30.3 %,1266841,0.11 %,3700437046,94
Zambia,1965,3570464,3.06 %,99938,-7066.0,16.4,7.25,5,23.3 %,832850,0.11 %,3339583597,99
Zambia,1960,3070776,3.03 %,85160,0.0,17.1,6.95,4,18.0 %,552492,0.10 %,3034949748,97
Zambia,1955,2644976,2.74 %,66907,0.0,17.4,6.7,4,14.5 %,382236,0.10 %,2773019936,99
Zimbabwe,2020,14862924,1.48 %,217456,-116858.0,18.7,3.63,38,38.4 %,5700460,0.19 %,7794798739,74
Zimbabwe,2019,14645468,1.43 %,206666,-116858.0,18.5,3.99,38,38.0 %,5571525,0.19 %,7713468100,74
Zimbabwe,2018,14438802,1.42 %,202207,-116858.0,18.5,3.99,37,37.7 %,5447513,0.19 %,7631091040,74
